mission,title,subtitle,author,type,desc
Core-Wisdom,Masterpiece Days 101,,,101 Classes,"Great lives are created one great day at a time. Which is why this class is a key component to rockin’ it. Step 1: Make TODAY the day. Know what your ideal days look like (we’ll help you figure it out), set clear targets, make progress while you make waves, control the kryptonite, create AM + PM bookends, remember the Deep Work + Deep Love blocks and iterate, iterate, iterate."
Core-Wisdom,5 Core Habits,,,+1s,"In our last +1, we talked about Matthew Kelly’s encouragement to slow down, step back, and take the decade view on our lives."
Core-Wisdom,Carpe Diem,,,+1s,Carpe Diem!!
Core-Wisdom,Emotional Stamina - Part 2,,,+1s,"The other day, Phil and I were celebrating some Heroic goodness including exciting opportunities on the Social side of things (!) and the fact that over 400 Coaches signed up in the first week (yay!)."
Core-Wisdom,Masterpiece Day Checklist,,,+1s,"In our last +1 we talked about the three reasons why we err: necessary fallibility (we’re not omniscient and some things are outside of our human capacity; therefore, we err), ignorance (we may not know what to do; therefore, we err), and ineptitude (we know what to do but we don’t do it; therefore we err)."
Core-Wisdom,Seneca: The Worse a Person Is the Less He Feels It,,,+1s,"Continuing our good times with our Stoic friends, how about couple more gems from Seneca and Aurelius?"
Core-Wisdom,The Power of Solitude,,,+1s,"In our last +1, we talked about an exercise to get a little more clarity on the trade-offs you might be making in regard to your top priorities and your tech usage."
Core-Wisdom,The Pursuit of Happiness,,,+1s,"In our last +1, we celebrated our prior Declarations of Independence (and successful Revolutionary Wars) and we made a new Declaration of Independence from a current bad habit that’s tyrannizing us."
Core-Wisdom,Theory vs. Practice,,,+1s,"In our last +1, we got some great marriage advice from the Roman Socrates, Musonius Rufus."
Core-Wisdom,There Are No Enlightened Beings,,,+1s,"In our last +1, we talked about the fact that we can’t seize the day per se—we can only seize the moment."
Core-Wisdom,Today's the Day,,,+1s,Here’s another way to create a Masterpiece Day filled with you at your best.
Core-Wisdom,Why We Sleep,Unlocking the Power of Sleep and Dreams,Matthew Walker PhD,Philosopher's Notes,"Matthew Walker is one of the world’s leading neuroscientists and sleep experts. He’s a professor at UC Berkeley (and former professor at Harvard) who has spent decades studying why we sleep and how to, as per the sub-title of this book, unlock the power of sleep and dreams. As you know if you’ve been following along, I’m a HUGE advocate of Optimizing our sleep as a fundamental practice in Optimizing our lives. This book has made me EVEN MORE bullish about the power of sleep. The consequences of chronically depriving ourselves of the sleep we need? Well, they’re astonishingly devastating—dramatically increasing the odds of having everything from mood disorders to cancer (and everything else we don’t want). Big Ideas we explore include the fact that you're more likely to get struck by lightning than have the gene that let's you get by on less than the recommended sleep, the universality of sleep (even worms sleep!!), resetting baselines, the iPad effect (did you know how much using one before sleep messes w/your melatonin?), and some tips to Optimize your sleep TONIGHT!!!"
Core-Wisdom,The 80/20 Principle,,,+1s,"Once upon a time (1897 to be precise), an Italian economist named Vilfredo Pareto was studying wealth and income distribution in England. He discovered that a small percentage of individuals owned the majority of land and wealth."
Core-Wisdom,Peak,Secrets from the New Science of Expertise,"Anders Ericsson, Robert Pool",Philosopher's Notes,"Anders Ericsson is the world’s leading scientist studying expert performance—looking at how, precisely, the people who are the best in the world at what they do became the best. In this Note, we take a quick look at The Gift that we all have that’s the key to our potential greatness, HOW to go about tapping into the benefits of that gift via a certain type of practice (forget naive practice and go for purposeful + deliberate!), the fact that there is no such thing as a “10,000 Hour Rule,” and why we should be called Homo Exercens rather than Homo Sapiens. :)"
Core-Wisdom,AM + PM Bookends,,,+1s,"In The Compound Effect, Darren Hardy makes the important point that we have more control over the very beginnings of our day and the very ends of our days than we do over the middle of the days."
Core-Wisdom,Pythagoras’s PM Review,,,+1s,"In our last couple +1s, we retraced my steps through the Heroic Stoic library of wisdom—going from Musonius Rufus’s Lectures and Sayings to Massimo Pigliucci imaginary dialogues with Epictetus’s in How to Be a Stoic."
Core-Wisdom,“Shut-Down COMPLETE!”,,,+1s,"In our last +1, we spent some time with our snow globe and, if we’re practicing our shared philosophy, we DIDN’T shake it in the hour before we went to bed last night. (Aka, we honored a Digital Sunset by shutting down all electronics at least an hour before bed.)"
Core-Wisdom,How to Think Like Leonardo da Vinci,Seven Steps to Genius Every Day,Michael Gelb,Philosopher's Notes,"Michael Gelb profiles the seven attributes of da Vinci's genius in his great book and in our Note we'll have fun checking out some Big Ideas including one of the most powerful exercises I've ever done called ""A Hundred Questions."" The exercise literally shaped my life and I trust you'll dig it as much as I have. We'll also look at the power of affirmations (did you know da Vinci used them?!) and the body of a genius (did you know da Vinci was also an exceptional athlete?!). Fun stuff."
Core-Wisdom,The 7 Habits of Highly Effective People,Powerful Lessons in Personal Change,Stephen R. Covey,Philosopher's Notes,"This classic has sold 15 million copies and was the first self-development book I read back in the day (1995 to be precise). In this Note, we'll take a quick look at all 7 Habits—from being proactive (huge!) to beginning with the end in mind, putting first things first, thinking win/win, seeking first to understand, synergizing and sharpening the saw. Lots of goodness here to help us develop our character to create our ideal lives as we most fully give ourselves to the world."
Core-Wisdom,The Daily Stoic,"366 Meditations on Wisdom, Perseverance, and the Art of Living","Ryan Holiday, Stephen Hanselman",Philosopher's Notes,"This book combines two of my favorite things: Stoicism + Ryan Holiday’s wisdom. Stoicism was one of the most influential philosophy of the Roman world and has continued to influence many of history’s greatest minds. As Ryan says: It’s time to bring it back as a powerful tool “in the pursuit of self-mastery, perseverance, and wisdom.” This is one of the my favorite books ever. Big Ideas we explore: the #1 thing to know about Stoicism, how to create tranquility, a good answer to “What’s the latest and greatest?!,” the 2 essential tasks in life and the art of acquiescence (aka amor fati)."
Core-Wisdom,Stillness Is the Key,,Ryan Holiday,Philosopher's Notes,"This is our fourth Note on one of Ryan Holiday’s books. Ryan is one of my absolute favorite writers. One of the testimonials in the front of the book perfectly captures my sentiment. Screenwriter and director Brian Koppelman (Rounders, Ocean’s Thirteen and Billions) puts it this way: “I don’t have many rules in life, but one I never break is: If Ryan Holiday writes a book, I read it as soon as I can get my hands on it.” (btw: Cal Newport’s the first testimonial. He says: “Some authors give advice. Ryan Holiday distills wisdom. This book is a must read.”) Penguin Random House sent me an advance copy of this book. As I knew it would be: It’s fantastic. Of course, the book’s packed with Big Ideas and I’m excited to share some of my favorites so let’s jump straight in!"
Core-Wisdom,"""This is my way; where is yours?""",,,+1s,A couple +1s ago we had some fun with Nietzsche. We left his company all too quickly. Today we’ll take a quick look at another one of my all-time favorite aphorisms.
Core-Wisdom,Digital Sabbaticals,,,+1s,Let’s revisit Cal Newport’s Deep Work for another genius idea.
Core-Wisdom,Make the Connection,,,+1s,"In our last +1, we talked about the importance of making the connection between your two ADDs: your addiction to digital devices and your attention deficit disorder."
Core-Wisdom,Name It to Tame It,,,+1s,"In our last +1, we talked about the fact that Suffering = Pain x Resistance."
Core-Wisdom,Happier,Learn the Secrets to Daily Joy and Lasting Fulfillment,Tal Ben-Shahar,Philosopher's Notes,"Tal Ben-Shahar is one of my favorite teachers. He taught one of the most popular classes in Harvard's history and this book captures the essence of his class on Positive Psychology—sharing the best of what we scientifically know about how to create happier, more fulfilled lives. We'll explore how important it is to have goals AND be in the moment (and the perils of *just* being in the moment) along with mucho más goodness."
